year,country.eci,ECI,eci.plus,continent,iso_3c
1976,Turkey,0.015191,-0.218865,as,TUR
1976,Vietnam,-0.326853,0.050951,as,VNM
1976,Albania,-0.171997,-0.491322,eu,ALB
1976,Austria,1.70802,1.51373,eu,AUT
1976,Belgium,1.36239,1.38999,eu,BEL
1976,Bulgaria,0.7584,0.749038,eu,BGR
1976,Switzerland,1.69141,1.56211,eu,CHE
1976,Germany,1.88162,1.68235,eu,DEU
1976,Denmark,1.2192,1.26859,eu,DNK
1976,Spain,0.821651,0.946477,eu,ESP
1976,Finland,1.27995,1.21385,eu,FIN
1976,France,1.49599,1.44723,eu,FRA
1976,United Kingdom,1.6602,1.54175,eu,GBR
1976,Greece,0.555026,0.389408,eu,GRC
1976,Hungary,0.806986,0.66694,eu,HUN
1976,Ireland,0.930576,1.07127,eu,IRL
1976,Italy,1.55495,1.42485,eu,ITA
1976,Netherlands,1.01535,1.28079,eu,NLD
1976,Norway,1.12291,1.02028,eu,NOR
1976,Poland,0.868974,0.952732,eu,POL
1976,Portugal,0.69349,0.554596,eu,PRT
1976,Romania,0.605972,0.784061,eu,ROU
1976,Sweden,1.78681,1.51003,eu,SWE
1976,Canada,0.81458,1.32979,na,CAN
1976,Costa Rica,0.383784,0.011527,na,CRI
1976,Dominican Republic,-0.26608,-0.438019,na,DOM
1976,Guatemala,0.064876,0.141569,na,GTM
1976,Honduras,-0.410047,-0.391574,na,HND
1976,Jamaica,0.082339,-0.539457,na,JAM
1976,Mexico,0.643311,0.961019,na,MEX
1976,Nicaragua,-0.199501,-0.166292,na,NIC
1976,Panama,0.273613,0.573261,na,PAN
1976,El Salvador,0.368276,0.297739,na,SLV
1976,Trinidad and Tobago,-0.254482,0.006461,na,TTO
1976,United States,1.40271,1.53249,na,USA
1976,Australia,-0.088588,0.630002,oc,AUS
1976,New Zealand,0.190948,0.463797,oc,NZL
1976,Argentina,0.184318,0.418098,sa,ARG
1976,Bolivia,-0.926734,-1.63543,sa,BOL
1976,Brazil,-0.308122,0.356899,sa,BRA
1976,Chile,-0.254118,-0.291876,sa,CHL
1976,Colombia,0.141144,0.348401,sa,COL
1976,Ecuador,-1.16866,-1.22392,sa,ECU
1976,Peru,-0.532239,-0.72762,sa,PER
1976,Paraguay,-0.656455,-0.56753,sa,PRY
1976,Uruguay,0.429916,0.4089,sa,URY
1976,Venezuela,-0.985057,-0.053365,sa,VEN
1977,Angola,-1.54506,-1.28816,af,AGO
1977,Cote d'Ivoire,-1.17047,-0.796914,af,CIV
1977,Cameroon,-1.13052,-1.00018,af,CMR
1977,Republic of the Congo,-1.50926,-1.07764,af,COG
1977,Algeria,-0.822023,-0.359067,af,DZA
1977,Egypt,0.061075,-0.0163,af,EGY
1977,Ethiopia,-1.05803,-1.30768,af,ETH
1977,Gabon,-1.53803,-2.00676,af,GAB
1977,Ghana,-1.52408,-1.50253,af,GHA
1977,Guinea,-2.19914,-3.17135,af,GIN
1977,Kenya,-0.319238,-0.27758,af,KEN
1977,Morocco,-0.171619,-0.379079,af,MAR
1977,Madagascar,-1.26945,-1.43964,af,MDG
1977,Mozambique,-1.00105,-0.921651,af,MOZ
1977,Mauritania,-0.761595,-1.53676,af,MRT
1977,Nigeria,-2.21442,-1.54936,af,NGA
1977,Sudan,-1.25543,-1.57464,af,SDN
1977,Senegal,-0.472473,-1.09344,af,SEN
1977,Togo,-0.911725,-1.10434,af,TGO
1977,Tunisia,-0.242852,-0.311861,af,TUN
1977,Tanzania,-1.13742,-1.34114,af,TZA
1977,South Africa,-0.153402,0.481119,af,ZAF
1977,Zambia,-0.937637,-0.889377,af,ZMB
1977,Zimbabwe,0.510551,0.263974,af,ZWE
1977,United Arab Emirates,0.786587,0.655026,as,ARE
1977,Bangladesh,-0.750175,-1.67898,as,BGD
1977,China,0.278706,0.557714,as,CHN
1977,Hong Kong,0.889431,0.838074,as,HKG
1977,Indonesia,-1.66825,-0.989467,as,IDN
1977,India,0.285061,0.326943,as,IND
1977,Iran,-1.42882,-0.477642,as,IRN
1977,Israel,0.876125,0.818274,as,ISR
1977,Jordan,1.14715,0.833702,as,JOR
1977,Japan,1.79081,1.65051,as,JPN
1977,Cambodia,0.173955,-0.14308,as,KHM
1977,South Korea,0.682189,0.845226,as,KOR
1977,Kuwait,0.938192,0.72028,as,KWT
1977,Laos,-0.15913,-0.962784,as,LAO
1977,Lebanon,0.978699,0.681711,as,LBN
1977,Sri Lanka,-0.851707,-1.3901,as,LKA
1977,Burma,-1.04818,-1.4471,as,MMR
1977,Mongolia,0.712628,-0.413049,as,MNG
1977,Malaysia,-0.291443,0.094507,as,MYS
1977,Oman,0.327238,0.116579,as,OMN
1977,Pakistan,0.079415,-0.053395,as,PAK
1977,Philippines,-0.3233,-0.228897,as,PHL
1977,Qatar,-0.027909,0.429954,as,QAT
1977,Saudi Arabia,-1.87989,-0.273567,as,SAU
1977,Singapore,0.40171,0.781457,as,SGP
1977,Syria,0.769084,0.74778,as,SYR
1977,Thailand,-0.40357,-0.318409,as,THA
1977,Turkey,-0.036495,-0.209814,as,TUR
1977,Vietnam,-0.224908,-0.062726,as,VNM
1977,Albania,-0.267863,-0.547237,eu,ALB
1977,Austria,1.7341,1.50111,eu,AUT
1977,Belgium,1.34301,1.36614,eu,BEL
1977,Bulgaria,0.66881,0.719959,eu,BGR
1977,Switzerland,1.73321,1.54798,eu,CHE
1977,Germany,1.91189,1.65341,eu,DEU
1977,Denmark,1.22964,1.27207,eu,DNK
1977,Spain,0.913434,0.960606,eu,ESP
1977,Finland,1.29729,1.20099,eu,FIN
1977,France,1.54568,1.41876,eu,FRA
1977,United Kingdom,1.72792,1.50652,eu,GBR
1977,Greece,0.47587,0.370567,eu,GRC
1977,Hungary,0.854007,0.674086,eu,HUN
1977,Ireland,0.950345,1.07354,eu,IRL
1977,Italy,1.57614,1.40947,eu,ITA
1977,Netherlands,1.06845,1.25263,eu,NLD
1977,Norway,1.20319,1.02339,eu,NOR
1977,Poland,0.86358,0.946056,eu,POL
1977,Portugal,0.740047,0.479092,eu,PRT
1977,Romania,0.620529,0.742126,eu,ROU
1977,Sweden,1.81863,1.47977,eu,SWE
1977,Canada,0.869288,1.3108,na,CAN
1977,Costa Rica,0.301146,0.062409,na,CRI
1977,Dominican Republic,-0.269721,-0.419161,na,DOM
1977,Guatemala,0.019909,0.095315,na,GTM
1977,Honduras,-0.316132,-0.432761,na,HND
1977,Jamaica,0.039221,-0.494375,na,JAM
1977,Mexico,0.662488,0.992881,na,MEX
1977,Nicaragua,-0.255258,-0.190894,na,NIC
1977,Panama,0.118599,0.413638,na,PAN
1977,El Salvador,0.274197,0.357091,na,SLV
1977,Trinidad and Tobago,-0.503068,-0.017895,na,TTO
1977,United States,1.48685,1.4702,na,USA
1977,Australia,-0.050256,0.601918,oc,AUS
1977,New Zealand,0.262797,0.507816,oc,NZL
1977,Argentina,0.129156,0.438672,sa,ARG
1977,Bolivia,-0.870114,-1.4915,sa,BOL
1977,Brazil,-0.259673,0.405184,sa,BRA
1977,Chile,-0.253737,-0.19322,sa,CHL
1977,Colombia,-0.015421,0.363477,sa,COL
1977,Ecuador,-1.18658,-1.07643,sa,ECU
1977,Peru,-0.521048,-0.625019,sa,PER
1977,Paraguay,-0.531246,-0.534196,sa,PRY
1977,Uruguay,0.348066,0.418295,sa,URY
1977,Venezuela,-1.21212,0.028078,sa,VEN
1978,Angola,-1.43599,-1.2117,af,AGO
1978,Cote d'Ivoire,-1.18251,-0.787782,af,CIV
1978,Cameroon,-1.25489,-1.06864,af,CMR
1978,Republic of the Congo,-1.24883,-1.10617,af,COG
1978,Algeria,-0.939733,-0.208767,af,DZA
1978,Egypt,-0.00279,-0.049343,af,EGY
1978,Ethiopia,-1.07115,-1.51591,af,ETH
1978,Gabon,-1.31778,-1.85437,af,GAB
1978,Ghana,-1.19743,-1.60444,af,GHA
1978,Guinea,-1.96201,-3.11714,af,GIN
1978,Kenya,-0.262464,-0.23969,af,KEN
1978,Morocco,-0.153656,-0.398241,af,MAR
1978,Madagascar,-1.28706,-1.52536,af,MDG
1978,Mozambique,-0.918985,-0.89833,af,MOZ
1978,Mauritania,-1.10609,-1.75201,af,MRT
1978,Nigeria,-2.31682,-1.62903,af,NGA
1978,Sudan,-1.29886,-1.65064,af,SDN
1978,Senegal,-0.564835,-1.25649,af,SEN
1978,Togo,-1.19283,-1.16469,af,TGO
1978,Tunisia,-0.263188,-0.304327,af,TUN
1978,Tanzania,-1.22402,-1.34701,af,TZA
1978,South Africa,-0.225034,0.30102,af,ZAF
1978,Zambia,-0.85791,-0.897203,af,ZMB
1978,Zimbabwe,0.14211,0.002418,af,ZWE
1978,United Arab Emirates,0.216543,0.642815,as,ARE
1978,Bangladesh,-0.546402,-1.53093,as,BGD
1978,China,0.291819,0.498833,as,CHN
1978,Hong Kong,0.911861,0.870094,as,HKG
1978,Indonesia,-1.36404,-0.875931,as,IDN
1978,India,0.272973,0.351608,as,IND
1978,Iran,-1.23625,-0.483122,as,IRN
1978,Israel,0.856037,0.845405,as,ISR
1978,Jordan,1.10643,0.859439,as,JOR
1978,Japan,1.83684,1.6709,as,JPN
1978,Cambodia,0.418704,-0.35617,as,KHM
1978,South Korea,0.767752,0.833534,as,KOR
1978,Kuwait,0.66765,0.720248,as,KWT
1978,Laos,-0.116997,-1.03316,as,LAO
1978,Lebanon,0.932121,0.551731,as,LBN
1978,Sri Lanka,-0.807947,-1.27249,as,LKA
1978,Burma,-0.882072,-1.1808,as,MMR
1978,Mongolia,0.6664,-0.577047,as,MNG
1978,Malaysia,-0.195103,0.156892,as,MYS
1978,Oman,-0.509484,0.402659,as,OMN
1978,Pakistan,0.099332,-0.005753,as,PAK
1978,Philippines,-0.145795,-0.20369,as,PHL
1978,Qatar,-0.796915,0.413267,as,QAT
1978,Saudi Arabia,-2.29486,-0.272587,as,SAU
1978,Singapore,0.274431,0.776776,as,SGP
1978,Syria,0.720633,0.745427,as,SYR
1978,Thailand,-0.269411,-0.269413,as,THA
1978,Turkey,-0.113783,-0.184362,as,TUR
1978,Vietnam,-0.203335,-0.001014,as,VNM
1978,Albania,0.027023,-0.536911,eu,ALB
1978,Austria,1.81273,1.52639,eu,AUT
1978,Belgium,1.39968,1.34753,eu,BEL
1978,Bulgaria,0.665983,0.619806,eu,BGR
1978,Switzerland,1.813,1.54267,eu,CHE
1978,Germany,1.98571,1.63835,eu,DEU
1978,Denmark,1.32044,1.26376,eu,DNK
1978,Spain,1.00921,0.975032,eu,ESP
1978,Finland,1.34838,1.18064,eu,FIN
1978,France,1.62775,1.41667,eu,FRA
1978,United Kingdom,1.79062,1.50193,eu,GBR
1978,Greece,0.447339,0.352472,eu,GRC
1978,Hungary,0.911598,0.696788,eu,HUN
1978,Ireland,1.13131,1.11843,eu,IRL
1978,Italy,1.6234,1.39375,eu,ITA
1978,Netherlands,1.07978,1.23546,eu,NLD
1978,Norway,1.13072,0.983382,eu,NOR
1978,Poland,0.833613,0.923053,eu,POL
1978,Portugal,0.766385,0.499115,eu,PRT
1978,Romania,0.703638,0.719331,eu,ROU
1978,Sweden,1.91341,1.46392,eu,SWE
1978,Canada,0.846039,1.28777,na,CAN
1978,Costa Rica,0.30829,0.130452,na,CRI
1978,Dominican Republic,-0.055693,-0.141376,na,DOM
1978,Guatemala,0.029384,0.095377,na,GTM
1978,Honduras,-0.398216,-0.49752,na,HND
1978,Jamaica,0.111522,-0.444101,na,JAM
1978,Mexico,0.600371,1.06448,na,MEX
1978,Nicaragua,-0.164669,-0.161887,na,NIC
1978,Panama,0.190321,0.324016,na,PAN
1978,El Salvador,0.331769,0.440363,na,SLV
1978,Trinidad and Tobago,-0.179923,0.127041,na,TTO
1978,United States,1.44382,1.58547,na,USA
1978,Australia,-0.038578,0.492562,oc,AUS
1978,New Zealand,0.290817,0.488959,oc,NZL
1978,Argentina,0.100627,0.466101,sa,ARG
1978,Bolivia,-0.851629,-1.42732,sa,BOL
1978,Brazil,-0.181274,0.535411,sa,BRA
1978,Chile,-0.192636,-0.19763,sa,CHL
1978,Colombia,-0.191699,0.258998,sa,COL
1978,Ecuador,-1.32066,-1.09228,sa,ECU
1978,Peru,-0.600074,-0.490866,sa,PER
1978,Paraguay,-0.67204,-0.674488,sa,PRY
1978,Uruguay,0.276794,0.369691,sa,URY
1978,Venezuela,-1.08701,0.042066,sa,VEN
1979,Angola,-1.4835,-1.57722,af,AGO
1979,Cote d'Ivoire,-1.04431,-0.723882,af,CIV
1979,Cameroon,-1.16546,-1.08033,af,CMR
1979,Republic of the Congo,-1.13528,-1.18008,af,COG
1979,Algeria,-0.844654,-0.206077,af,DZA
1979,Egypt,-0.154764,-0.037831,af,EGY
1979,Ethiopia,-1.19928,-1.67031,af,ETH
1979,Gabon,-1.39642,-1.80722,af,GAB
1979,Ghana,-1.19881,-1.59667,af,GHA
1979,Guinea,-2.18704,-3.13669,af,GIN
1979,Kenya,-0.35219,-0.365332,af,KEN
1979,Morocco,-0.155585,-0.433156,af,MAR
1979,Madagascar,-1.21443,-1.49426,af,MDG
1979,Mozambique,-0.484657,-0.330068,af,MOZ
1979,Mauritania,-1.39294,-1.38977,af,MRT
1979,Nigeria,-2.2981,-1.78213,af,NGA
1979,Sudan,-1.19936,-1.57221,af,SDN
1979,Senegal,-0.521327,-1.10614,af,SEN
1979,Togo,-1.0105,-1.50466,af,TGO
1979,Tunisia,-0.163192,-0.21276,af,TUN
1979,Tanzania,-1.11669,-1.31502,af,TZA
1979,South Africa,-0.149801,0.315233,af,ZAF
1979,Zambia,-0.780084,-0.945802,af,ZMB
1979,Zimbabwe,0.352027,-0.169318,af,ZWE
1979,United Arab Emirates,-0.105964,0.125463,as,ARE
1979,Bangladesh,-0.581606,-1.54436,as,BGD
1979,China,0.299534,0.49584,as,CHN
1979,Hong Kong,0.928507,0.940032,as,HKG
1979,Indonesia,-1.58526,-0.787493,as,IDN
1979,India,0.25889,0.289591,as,IND
1979,Iran,-1.31155,-0.821307,as,IRN
1979,Israel,0.781789,0.901015,as,ISR
1979,Jordan,1.0003,0.379787,as,JOR
1979,Japan,1.94395,1.79289,as,JPN
1979,Cambodia,0.686277,-0.045599,as,KHM
1979,South Korea,0.819243,0.92388,as,KOR
1979,Kuwait,0.034041,0.41514,as,KWT
1979,Laos,-0.110284,-0.605759,as,LAO
1979,Lebanon,0.67831,0.400715,as,LBN
1979,Sri Lanka,-0.61599,-1.0579,as,LKA
1979,Burma,-0.830871,-1.07321,as,MMR
1979,Mongolia,0.517489,-1.05727,as,MNG
1979,Malaysia,-0.304213,0.214511,as,MYS
1979,Oman,-0.612259,0.214811,as,OMN
1979,Pakistan,0.031184,-0.054999,as,PAK
1979,Philippines,-0.212291,0.010701,as,PHL
1979,Qatar,0.112702,-0.093344,as,QAT
1979,Saudi Arabia,-1.71692,-0.274913,as,SAU
1979,Singapore,0.169053,0.81893,as,SGP
1979,Syria,0.165746,0.235418,as,SYR
1979,Thailand,-0.199437,-0.15546,as,THA
1979,Turkey,-0.141234,-0.232696,as,TUR
1979,Vietnam,-0.438961,-0.14454,as,VNM
1979,Albania,-0.074055,-0.398193,eu,ALB
1979,Austria,1.93101,1.61232,eu,AUT
1979,Belgium,1.42368,1.38902,eu,BEL
1979,Bulgaria,0.675666,0.590987,eu,BGR
1979,Switzerland,1.99453,1.6124,eu,CHE
1979,Germany,2.13579,1.71401,eu,DEU
1979,Denmark,1.34456,1.27758,eu,DNK
1979,Spain,1.05235,0.997136,eu,ESP
1979,Finland,1.35975,1.22938,eu,FIN
1979,France,1.68432,1.44584,eu,FRA
1979,United Kingdom,1.84999,1.54435,eu,GBR
1979,Greece,0.272871,0.325571,eu,GRC
1979,Hungary,0.944537,0.737478,eu,HUN
1979,Ireland,1.1536,1.22141,eu,IRL
1979,Italy,1.69198,1.45279,eu,ITA
1979,Netherlands,1.16236,1.2677,eu,NLD
1979,Norway,1.06658,0.979209,eu,NOR
1979,Poland,0.885866,0.96909,eu,POL
1979,Portugal,0.862483,0.592452,eu,PRT
1979,Romania,0.696607,0.785753,eu,ROU
1979,Sweden,1.95309,1.48058,eu,SWE
1979,Canada,0.833572,1.36417,na,CAN
1979,Costa Rica,0.354579,0.138257,na,CRI
1979,Dominican Republic,-0.15358,-0.123875,na,DOM
1979,Guatemala,0.079735,0.045768,na,GTM
1979,Honduras,-0.579062,-0.369093,na,HND
1979,Jamaica,-0.108446,-0.510611,na,JAM
1979,Mexico,0.533398,1.00008,na,MEX
1979,Nicaragua,-0.105189,-0.221727,na,NIC
1979,Panama,0.133036,0.333762,na,PAN
1979,El Salvador,0.286214,0.48167,na,SLV
1979,Trinidad and Tobago,-0.395649,0.086571,na,TTO
1979,United States,1.50259,1.64906,na,USA
1979,Australia,-0.044982,0.549889,oc,AUS
1979,New Zealand,0.293272,0.518659,oc,NZL
1979,Argentina,-0.030212,0.477958,sa,ARG
1979,Bolivia,-1.14398,-1.26629,sa,BOL
1979,Brazil,-0.106942,0.570188,sa,BRA
1979,Chile,-0.300832,-0.206659,sa,CHL
1979,Colombia,-0.15778,0.257233,sa,COL
1979,Ecuador,-1.11174,-0.827282,sa,ECU
1979,Peru,-0.220861,-0.106627,sa,PER
1979,Paraguay,-0.767292,-0.663241,sa,PRY
1979,Uruguay,0.33441,0.45586,sa,URY
1979,Venezuela,-1.04601,-0.051833,sa,VEN
1980,Angola,-1.43557,-1.57506,af,AGO
1980,Cote d'Ivoire,-1.08692,-0.825648,af,CIV
1980,Cameroon,-1.34147,-1.20028,af,CMR
1980,Democratic Republic of the Congo,-1.49539,-1.37315,af,COD
1980,Republic of the Congo,-1.19202,-1.33185,af,COG
1980,Algeria,-0.754751,-0.411458,af,DZA
1980,Egypt,-0.377018,-0.073303,af,EGY
1980,Ethiopia,-1.17153,-1.59738,af,ETH
1980,Gabon,-1.37809,-1.6143,af,GAB
1980,Ghana,-1.07721,-1.60037,af,GHA
1980,Guinea,-1.76414,-2.91532,af,GIN
1980,Kenya,-0.319034,-0.397002,af,KEN
1980,Morocco,-0.167354,-0.424834,af,MAR
1980,Madagascar,-1.10889,-1.45057,af,MDG
1980,Mozambique,-0.580247,-0.223785,af,MOZ
1980,Mauritania,-1.24662,-2.21891,af,MRT
1980,Nigeria,-2.36218,-1.6955,af,NGA
1980,Sudan,-1.25879,-1.40414,af,SDN
1980,Senegal,-0.502146,-1.03394,af,SEN
1980,Togo,-1.31044,-1.81379,af,TGO
1980,Tunisia,-0.078853,9.59e-4,af,TUN
1980,Tanzania,-0.88241,-1.23247,af,TZA
1980,South Africa,-0.085272,0.28864,af,ZAF
1980,Zambia,-0.732815,-0.98912,af,ZMB
1980,Zimbabwe,-0.514413,-0.538686,af,ZWE
1980,United Arab Emirates,0.171413,0.136652,as,ARE
1980,Bangladesh,-0.473513,-1.57043,as,BGD
1980,China,0.320765,0.524174,as,CHN
1980,Hong Kong,0.899815,0.966297,as,HKG
1980,Indonesia,-1.66024,-0.776277,as,IDN
1980,India,0.27281,0.28286,as,IND
1980,Iran,-1.38935,-0.90559,as,IRN
1980,Israel,0.841083,0.941381,as,ISR
1980,Jordan,0.90679,0.12185,as,JOR
1980,Japan,1.88833,1.76421,as,JPN
1980,Cambodia,0.953869,-0.040146,as,KHM
1980,South Korea,0.85489,0.905375,as,KOR
1980,Kuwait,0.110441,0.316158,as,KWT
1980,Laos,0.013824,-0.225756,as,LAO
1980,Lebanon,0.581226,0.368852,as,LBN
1980,Sri Lanka,-0.585217,-0.914718,as,LKA
1980,Burma,-0.807171,-0.945417,as,MMR
1980,Mongolia,0.186925,-1.12264,as,MNG
1980,Malaysia,-0.364096,0.31527,as,MYS
1980,Oman,-0.124307,0.467889,as,OMN
1980,Pakistan,-0.115404,-0.085156,as,PAK
1980,Philippines,-0.140206,0.049354,as,PHL
1980,Qatar,0.307791,-0.130489,as,QAT
1980,Saudi Arabia,-2.1413,-0.081941,as,SAU
1980,Singapore,0.160756,0.891092,as,SGP
1980,Syria,-0.402598,-0.195528,as,SYR
1980,Thailand,-0.178685,-0.029219,as,THA
1980,Turkey,-0.088335,-0.267812,as,TUR
1980,Vietnam,-0.322191,-0.113041,as,VNM
1980,Albania,0.420676,-0.029649,eu,ALB
1980,Austria,1.88666,1.53273,eu,AUT
1980,Belgium,1.4946,1.36965,eu,BEL
1980,Bulgaria,0.633252,0.590672,eu,BGR
1980,Switzerland,2.00572,1.57832,eu,CHE
1980,Germany,2.0861,1.66259,eu,DEU
1980,Denmark,1.36878,1.24627,eu,DNK
1980,Spain,1.06151,1.00134,eu,ESP
1980,Finland,1.46544,1.19053,eu,FIN
1980,France,1.6675,1.39708,eu,FRA
1980,United Kingdom,1.85741,1.50108,eu,GBR
1980,Greece,0.141741,0.344594,eu,GRC
1980,Hungary,0.927901,0.743594,eu,HUN
1980,Ireland,1.21233,1.16174,eu,IRL
1980,Italy,1.64847,1.42382,eu,ITA
1980,Netherlands,1.14066,1.22219,eu,NLD
1980,Norway,1.02257,0.903204,eu,NOR
1980,Poland,0.983217,1.03709,eu,POL
1980,Portugal,0.84277,0.599435,eu,PRT
1980,Romania,0.607707,0.780846,eu,ROU
1980,Sweden,1.92992,1.45231,eu,SWE
1980,Canada,0.857068,1.41615,na,CAN
1980,Costa Rica,0.359232,0.133461,na,CRI
1980,Dominican Republic,-0.198638,0.08579,na,DOM
1980,Guatemala,0.103098,-8.67e-4,na,GTM
1980,Honduras,-0.525357,-0.316134,na,HND
1980,Jamaica,-0.078034,-0.545572,na,JAM
1980,Mexico,0.448728,1.10751,na,MEX
1980,Nicaragua,-0.110342,0.087951,na,NIC
1980,Panama,0.225306,0.439766,na,PAN
1980,El Salvador,0.192411,0.39397,na,SLV
1980,Trinidad and Tobago,-0.693578,0.04062,na,TTO
1980,United States,1.5004,1.59722,na,USA
1980,Australia,-0.094969,0.544361,oc,AUS
1980,New Zealand,0.287538,0.500716,oc,NZL
1980,Argentina,-0.100055,0.461096,sa,ARG
1980,Bolivia,-0.904911,-1.13677,sa,BOL
1980,Brazil,0.067672,0.674721,sa,BRA
1980,Chile,-0.231075,-0.207231,sa,CHL
1980,Colombia,-0.220389,0.21098,sa,COL
1980,Ecuador,-0.644096,-0.681487,sa,ECU
1980,Peru,-0.165561,-0.137129,sa,PER
1980,Paraguay,-0.914223,-0.926603,sa,PRY
1980,Uruguay,0.34675,0.501525,sa,URY
1980,Venezuela,-1.36645,0.05051,sa,VEN
1981,Angola,-1.70915,-1.57298,af,AGO
1981,Cote d'Ivoire,-1.02644,-0.825843,af,CIV
1981,Cameroon,-1.50593,-1.2719,af,CMR
1981,Democratic Republic of the Congo,-1.57941,-1.52649,af,COD
1981,Republic of the Congo,-1.66323,-1.51637,af,COG
1981,Algeria,-1.0883,-0.598701,af,DZA
1981,Egypt,-0.558607,-0.066901,af,EGY
1981,Ethiopia,-1.05514,-1.36242,af,ETH
1981,Gabon,-1.48457,-1.73833,af,GAB
1981,Ghana,-1.16804,-1.67161,af,GHA
1981,Guinea,-1.69511,-2.95455,af,GIN
1981,Kenya,-0.389878,-0.51386,af,KEN
1981,Morocco,-0.167639,-0.435259,af,MAR
1981,Madagascar,-0.979658,-1.37983,af,MDG
1981,Mozambique,-0.623075,-0.297387,af,MOZ
1981,Mauritania,-1.25527,-1.67731,af,MRT
1981,Nigeria,-1.97928,-1.55785,af,NGA
1981,Sudan,-1.14672,-1.44307,af,SDN
1981,Senegal,-0.22909,-0.875397,af,SEN
1981,Togo,-1.26752,-1.92697,af,TGO
1981,Tunisia,-0.044769,-0.035629,af,TUN
1981,Tanzania,-0.881603,-1.22969,af,TZA
1981,South Africa,-0.082639,0.327412,af,ZAF
1981,Zambia,-0.51962,-1.27329,af,ZMB
1981,Zimbabwe,-0.60849,-0.589122,af,ZWE
1981,United Arab Emirates,-0.075462,0.277517,as,ARE
1981,Bangladesh,-0.58621,-1.64909,as,BGD
1981,China,0.320562,0.545848,as,CHN
1981,Hong Kong,0.830525,0.996975,as,HKG
1981,Indonesia,-1.64905,-0.71956,as,IDN
1981,India,0.282423,0.277726,as,IND
1981,Iran,-1.11731,-0.964431,as,IRN
1981,Israel,1.07216,1.09424,as,ISR
1981,Jordan,0.758856,0.163074,as,JOR
1981,Japan,1.83755,1.80487,as,JPN
1981,Cambodia,1.1079,-0.107777,as,KHM
1981,South Korea,0.902423,0.977777,as,KOR
1981,Kuwait,0.150772,0.434892,as,KWT
1981,Laos,0.088764,-0.406128,as,LAO
1981,Lebanon,0.587277,0.365856,as,LBN
1981,Sri Lanka,-0.603583,-0.855689,as,LKA
1981,Burma,-0.667566,-0.8341,as,MMR
1981,Mongolia,0.175424,-1.02373,as,MNG
1981,Malaysia,-0.39127,0.334602,as,MYS
1981,Oman,-0.036912,0.50133,as,OMN
1981,Pakistan,-0.13179,-0.088736,as,PAK
1981,Philippines,-0.153217,0.093061,as,PHL
1981,Qatar,-0.195983,0.054965,as,QAT
1981,Saudi Arabia,-2.17624,-0.043253,as,SAU
1981,Singapore,0.216724,0.930565,as,SGP
1981,Syria,-0.359806,-0.271732,as,SYR
1981,Thailand,-0.152445,0.02239,as,THA
1981,Turkey,0.064652,-0.173848,as,TUR
1981,Vietnam,-0.349642,-0.173504,as,VNM
1981,Albania,0.242285,-0.283142,eu,ALB
1981,Austria,1.84022,1.47472,eu,AUT
1981,Belgium,1.49442,1.34704,eu,BEL
1981,Bulgaria,0.681308,0.58843,eu,BGR
1981,Switzerland,1.92464,1.53012,eu,CHE
1981,Germany,2.01825,1.62118,eu,DEU
1981,Denmark,1.35121,1.21674,eu,DNK
1981,Spain,1.04731,0.970987,eu,ESP
1981,Finland,1.36337,1.14047,eu,FIN
1981,France,1.61752,1.37909,eu,FRA
1981,United Kingdom,1.8527,1.52684,eu,GBR
1981,Greece,0.317374,0.347483,eu,GRC
1981,Hungary,0.950599,0.768235,eu,HUN
1981,Ireland,1.27098,1.15383,eu,IRL
1981,Italy,1.62263,1.38422,eu,ITA
1981,Netherlands,1.15826,1.23332,eu,NLD
1981,Norway,0.966306,0.827697,eu,NOR
1981,Poland,1.02368,1.02685,eu,POL
1981,Portugal,0.841855,0.59905,eu,PRT
1981,Romania,0.648055,0.791482,eu,ROU
1981,Sweden,1.93062,1.4239,eu,SWE
1981,Canada,0.94163,1.56544,na,CAN
1981,Costa Rica,0.284733,0.08583,na,CRI
1981,Dominican Republic,-0.241778,0.164506,na,DOM
1981,Guatemala,0.171701,0.029795,na,GTM
1981,Honduras,-0.524518,-0.281176,na,HND
1981,Jamaica,-0.013388,-0.439167,na,JAM
1981,Mexico,0.483624,1.16216,na,MEX
1981,Nicaragua,-0.232164,-0.034402,na,NIC
1981,Panama,0.37013,0.496457,na,PAN
1981,El Salvador,0.293248,0.306625,na,SLV
1981,Trinidad and Tobago,-0.282267,-0.040356,na,TTO
1981,United States,1.51882,1.5345,na,USA
1981,Australia,-0.147273,0.554469,oc,AUS
1981,New Zealand,0.417413,0.51895,oc,NZL
1981,Argentina,-0.088912,0.450383,sa,ARG
1981,Bolivia,-1.03484,-1.17822,sa,BOL
1981,Brazil,0.117213,0.627821,sa,BRA
1981,Chile,-0.201121,-0.255638,sa,CHL
1981,Colombia,-0.021815,0.232798,sa,COL
1981,Ecuador,-0.780416,-0.599769,sa,ECU
1981,Peru,-0.285008,-0.115127,sa,PER
1981,Paraguay,-0.900972,-0.957484,sa,PRY
1981,Uruguay,0.308764,0.474627,sa,URY
1981,Venezuela,-1.35676,0.077643,sa,VEN
1982,Angola,-1.76865,-1.28833,af,AGO
1982,Cote d'Ivoire,-1.16171,-0.892082,af,CIV
1982,Cameroon,-1.30103,-1.04717,af,CMR
1982,Democratic Republic of the Congo,-1.49485,-1.52375,af,COD
